,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,Original_Index
180183,Shot Chart Detail,21500559,212,2747,JR Smith,1610612739,Cleveland Cavaliers,2,5,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,120,228,1,0,20160110,PHI,CLE,180183
180184,Shot Chart Detail,21500559,219,2747,JR Smith,1610612739,Cleveland Cavaliers,2,4,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,188,1,0,20160110,PHI,CLE,180184
180185,Shot Chart Detail,21500559,256,2747,JR Smith,1610612739,Cleveland Cavaliers,2,2,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,17,267,1,1,20160110,PHI,CLE,180185
180186,Shot Chart Detail,21500559,290,2747,JR Smith,1610612739,Cleveland Cavaliers,3,11,48,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,208,1,1,20160110,PHI,CLE,180186
180187,Shot Chart Detail,21500559,292,2747,JR Smith,1610612739,Cleveland Cavaliers,3,11,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-151,214,1,0,20160110,PHI,CLE,180187
180188,Shot Chart Detail,21500559,313,2747,JR Smith,1610612739,Cleveland Cavaliers,3,7,31,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,-5,1,0,20160110,PHI,CLE,180188
180189,Shot Chart Detail,21500559,327,2747,JR Smith,1610612739,Cleveland Cavaliers,3,6,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,10,254,1,0,20160110,PHI,CLE,180189
180190,Shot Chart Detail,21500559,474,2747,JR Smith,1610612739,Cleveland Cavaliers,4,5,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,8,1,0,20160110,PHI,CLE,180190
180191,Shot Chart Detail,21500559,492,2747,JR Smith,1610612739,Cleveland Cavaliers,4,2,47,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-117,126,1,0,20160110,PHI,CLE,180191
180192,Shot Chart Detail,21500559,504,2747,JR Smith,1610612739,Cleveland Cavaliers,4,1,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,0,1,0,20160110,PHI,CLE,180192
180193,Shot Chart Detail,21500559,507,2747,JR Smith,1610612739,Cleveland Cavaliers,4,1,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,174,139,1,0,20160110,PHI,CLE,180193
180194,Shot Chart Detail,21500575,73,2747,JR Smith,1610612739,Cleveland Cavaliers,1,2,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-145,190,1,1,20160112,DAL,CLE,180194
180195,Shot Chart Detail,21500575,184,2747,JR Smith,1610612739,Cleveland Cavaliers,2,5,12,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,52,1,0,20160112,DAL,CLE,180195
180196,Shot Chart Detail,21500575,228,2747,JR Smith,1610612739,Cleveland Cavaliers,2,0,44,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-40,180,1,1,20160112,DAL,CLE,180196
180197,Shot Chart Detail,21500575,243,2747,JR Smith,1610612739,Cleveland Cavaliers,3,11,28,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,33,1,1,20160112,DAL,CLE,180197
180198,Shot Chart Detail,21500575,269,2747,JR Smith,1610612739,Cleveland Cavaliers,3,7,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-217,121,1,0,20160112,DAL,CLE,180198
180199,Shot Chart Detail,21500575,308,2747,JR Smith,1610612739,Cleveland Cavaliers,3,4,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,218,129,1,0,20160112,DAL,CLE,180199
180200,Shot Chart Detail,21500575,330,2747,JR Smith,1610612739,Cleveland Cavaliers,3,3,6,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,56,149,1,1,20160112,DAL,CLE,180200
180201,Shot Chart Detail,21500590,2,2747,JR Smith,1610612739,Cleveland Cavaliers,1,11,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,11,1,1,20160114,SAS,CLE,180201
180202,Shot Chart Detail,21500590,14,2747,JR Smith,1610612739,Cleveland Cavaliers,1,9,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-124,205,1,1,20160114,SAS,CLE,180202
180203,Shot Chart Detail,21500590,33,2747,JR Smith,1610612739,Cleveland Cavaliers,1,7,16,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,30,85,1,0,20160114,SAS,CLE,180203
180204,Shot Chart Detail,21500590,62,2747,JR Smith,1610612739,Cleveland Cavaliers,1,5,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-110,229,1,1,20160114,SAS,CLE,180204
180205,Shot Chart Detail,21500590,67,2747,JR Smith,1610612739,Cleveland Cavaliers,1,4,34,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-209,-11,1,1,20160114,SAS,CLE,180205
180206,Shot Chart Detail,21500590,192,2747,JR Smith,1610612739,Cleveland Cavaliers,2,6,8,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,11,1,0,20160114,SAS,CLE,180206
180207,Shot Chart Detail,21500590,204,2747,JR Smith,1610612739,Cleveland Cavaliers,2,4,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,168,21,1,0,20160114,SAS,CLE,180207
180208,Shot Chart Detail,21500590,241,2747,JR Smith,1610612739,Cleveland Cavaliers,2,0,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-176,169,1,0,20160114,SAS,CLE,180208
180209,Shot Chart Detail,21500590,254,2747,JR Smith,1610612739,Cleveland Cavaliers,3,10,44,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20160114,SAS,CLE,180209
180210,Shot Chart Detail,21500590,256,2747,JR Smith,1610612739,Cleveland Cavaliers,3,10,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-6,244,1,1,20160114,SAS,CLE,180210
180211,Shot Chart Detail,21500590,274,2747,JR Smith,1610612739,Cleveland Cavaliers,3,8,33,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,36,1,0,20160114,SAS,CLE,180211
180212,Shot Chart Detail,21500590,462,2747,JR Smith,1610612739,Cleveland Cavaliers,4,2,25,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-19,105,1,1,20160114,SAS,CLE,180212
180213,Shot Chart Detail,21500590,504,2747,JR Smith,1610612739,Cleveland Cavaliers,4,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-81,260,1,0,20160114,SAS,CLE,180213
180214,Shot Chart Detail,21500601,9,2747,JR Smith,1610612739,Cleveland Cavaliers,1,10,1,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,69,46,1,1,20160115,HOU,CLE,180214
180215,Shot Chart Detail,21500601,29,2747,JR Smith,1610612739,Cleveland Cavaliers,1,7,37,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,16,1,1,20160115,HOU,CLE,180215
180216,Shot Chart Detail,21500601,64,2747,JR Smith,1610612739,Cleveland Cavaliers,1,4,53,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,227,105,1,0,20160115,HOU,CLE,180216
180217,Shot Chart Detail,21500601,78,2747,JR Smith,1610612739,Cleveland Cavaliers,1,3,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,1,20160115,HOU,CLE,180217
180218,Shot Chart Detail,21500601,232,2747,JR Smith,1610612739,Cleveland Cavaliers,2,4,50,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,238,-11,1,0,20160115,HOU,CLE,180218
180219,Shot Chart Detail,21500601,278,2747,JR Smith,1610612739,Cleveland Cavaliers,2,2,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,25,240,75,1,0,20160115,HOU,CLE,180219
180220,Shot Chart Detail,21500601,282,2747,JR Smith,1610612739,Cleveland Cavaliers,2,2,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,0,1,1,20160115,HOU,CLE,180220
180221,Shot Chart Detail,21500601,317,2747,JR Smith,1610612739,Cleveland Cavaliers,3,11,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-169,183,1,0,20160115,HOU,CLE,180221
180222,Shot Chart Detail,21500601,334,2747,JR Smith,1610612739,Cleveland Cavaliers,3,9,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,225,105,1,0,20160115,HOU,CLE,180222
180223,Shot Chart Detail,21500601,352,2747,JR Smith,1610612739,Cleveland Cavaliers,3,7,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,241,90,1,0,20160115,HOU,CLE,180223
180224,Shot Chart Detail,21500601,363,2747,JR Smith,1610612739,Cleveland Cavaliers,3,6,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,252,1,0,20160115,HOU,CLE,180224
180225,Shot Chart Detail,21500601,398,2747,JR Smith,1610612739,Cleveland Cavaliers,3,3,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,223,110,1,1,20160115,HOU,CLE,180225
180226,Shot Chart Detail,21500601,403,2747,JR Smith,1610612739,Cleveland Cavaliers,3,3,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,82,237,1,0,20160115,HOU,CLE,180226
180227,Shot Chart Detail,21500601,416,2747,JR Smith,1610612739,Cleveland Cavaliers,3,1,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-176,193,1,0,20160115,HOU,CLE,180227
180228,Shot Chart Detail,21500601,426,2747,JR Smith,1610612739,Cleveland Cavaliers,3,0,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-184,178,1,0,20160115,HOU,CLE,180228
180229,Shot Chart Detail,21500622,42,2747,JR Smith,1610612739,Cleveland Cavaliers,1,7,15,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,0,41,1,0,20160118,CLE,GSW,180229
180230,Shot Chart Detail,21500622,50,2747,JR Smith,1610612739,Cleveland Cavaliers,1,6,2,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,60,21,1,1,20160118,CLE,GSW,180230
180231,Shot Chart Detail,21500622,71,2747,JR Smith,1610612739,Cleveland Cavaliers,1,3,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,174,-1,1,1,20160118,CLE,GSW,180231
180232,Shot Chart Detail,21500622,85,2747,JR Smith,1610612739,Cleveland Cavaliers,1,2,21,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-71,82,1,1,20160118,CLE,GSW,180232
180233,Shot Chart Detail,21500622,90,2747,JR Smith,1610612739,Cleveland Cavaliers,1,1,28,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,1,20160118,CLE,GSW,180233
180234,Shot Chart Detail,21500622,186,2747,JR Smith,1610612739,Cleveland Cavaliers,2,4,9,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-14,56,1,1,20160118,CLE,GSW,180234
180235,Shot Chart Detail,21500622,210,2747,JR Smith,1610612739,Cleveland Cavaliers,2,2,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,146,31,1,0,20160118,CLE,GSW,180235
180236,Shot Chart Detail,21500622,248,2747,JR Smith,1610612739,Cleveland Cavaliers,2,0,21,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,21,1,1,20160118,CLE,GSW,180236
180237,Shot Chart Detail,21500622,266,2747,JR Smith,1610612739,Cleveland Cavaliers,3,10,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,146,110,1,0,20160118,CLE,GSW,180237
180238,Shot Chart Detail,21500631,4,2747,JR Smith,1610612739,Cleveland Cavaliers,1,11,4,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,43,134,1,0,20160120,BKN,CLE,180238
180239,Shot Chart Detail,21500631,58,2747,JR Smith,1610612739,Cleveland Cavaliers,1,4,29,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-163,-6,1,0,20160120,BKN,CLE,180239
180240,Shot Chart Detail,21500631,65,2747,JR Smith,1610612739,Cleveland Cavaliers,1,3,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,3,1,0,20160120,BKN,CLE,180240
180241,Shot Chart Detail,21500631,346,2747,JR Smith,1610612739,Cleveland Cavaliers,4,11,48,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,-5,1,0,20160120,BKN,CLE,180241
180242,Shot Chart Detail,21500631,352,2747,JR Smith,1610612739,Cleveland Cavaliers,4,10,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-21,1,0,20160120,BKN,CLE,180242
180243,Shot Chart Detail,21500631,364,2747,JR Smith,1610612739,Cleveland Cavaliers,4,8,58,Made Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,21,1,1,20160120,BKN,CLE,180243
180244,Shot Chart Detail,21500631,373,2747,JR Smith,1610612739,Cleveland Cavaliers,4,7,27,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20160120,BKN,CLE,180244
180245,Shot Chart Detail,21500631,392,2747,JR Smith,1610612739,Cleveland Cavaliers,4,5,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-174,170,1,0,20160120,BKN,CLE,180245
180246,Shot Chart Detail,21500631,416,2747,JR Smith,1610612739,Cleveland Cavaliers,4,2,57,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-11,115,1,0,20160120,BKN,CLE,180246
180247,Shot Chart Detail,21500640,10,2747,JR Smith,1610612739,Cleveland Cavaliers,1,10,50,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,25,-237,87,1,1,20160121,CLE,LAC,180247
180248,Shot Chart Detail,21500640,19,2747,JR Smith,1610612739,Cleveland Cavaliers,1,9,31,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-71,247,1,1,20160121,CLE,LAC,180248
180249,Shot Chart Detail,21500640,171,2747,JR Smith,1610612739,Cleveland Cavaliers,2,6,44,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-6,56,1,1,20160121,CLE,LAC,180249
180250,Shot Chart Detail,21500640,207,2747,JR Smith,1610612739,Cleveland Cavaliers,2,4,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,26,1,0,20160121,CLE,LAC,180250
180251,Shot Chart Detail,21500640,244,2747,JR Smith,1610612739,Cleveland Cavaliers,2,2,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-202,26,1,1,20160121,CLE,LAC,180251
180252,Shot Chart Detail,21500640,299,2747,JR Smith,1610612739,Cleveland Cavaliers,3,10,19,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,56,1,0,20160121,CLE,LAC,180252
180253,Shot Chart Detail,21500640,333,2747,JR Smith,1610612739,Cleveland Cavaliers,3,7,41,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-140,60,1,0,20160121,CLE,LAC,180253
180254,Shot Chart Detail,21500640,341,2747,JR Smith,1610612739,Cleveland Cavaliers,3,5,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,227,0,1,1,20160121,CLE,LAC,180254
180255,Shot Chart Detail,21500640,367,2747,JR Smith,1610612739,Cleveland Cavaliers,3,3,11,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-11,77,1,0,20160121,CLE,LAC,180255
180256,Shot Chart Detail,21500640,378,2747,JR Smith,1610612739,Cleveland Cavaliers,3,2,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-210,180,1,1,20160121,CLE,LAC,180256
180257,Shot Chart Detail,21500640,527,2747,JR Smith,1610612739,Cleveland Cavaliers,4,4,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,218,1,1,20160121,CLE,LAC,180257
180258,Shot Chart Detail,21500640,543,2747,JR Smith,1610612739,Cleveland Cavaliers,4,3,40,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-1,1,1,20160121,CLE,LAC,180258
180259,Shot Chart Detail,21500659,13,2747,JR Smith,1610612739,Cleveland Cavaliers,1,10,7,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,171,-6,1,0,20160123,CLE,CHI,180259
180260,Shot Chart Detail,21500659,19,2747,JR Smith,1610612739,Cleveland Cavaliers,1,8,57,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-140,51,1,0,20160123,CLE,CHI,180260
180261,Shot Chart Detail,21500659,37,2747,JR Smith,1610612739,Cleveland Cavaliers,1,7,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-230,139,1,1,20160123,CLE,CHI,180261
180262,Shot Chart Detail,21500659,54,2747,JR Smith,1610612739,Cleveland Cavaliers,1,5,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,209,124,1,0,20160123,CLE,CHI,180262
180263,Shot Chart Detail,21500659,93,2747,JR Smith,1610612739,Cleveland Cavaliers,1,3,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,203,1,0,20160123,CLE,CHI,180263
180264,Shot Chart Detail,21500659,190,2747,JR Smith,1610612739,Cleveland Cavaliers,2,7,32,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160123,CLE,CHI,180264
180265,Shot Chart Detail,21500659,195,2747,JR Smith,1610612739,Cleveland Cavaliers,2,6,17,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,38,1,0,20160123,CLE,CHI,180265
180266,Shot Chart Detail,21500659,212,2747,JR Smith,1610612739,Cleveland Cavaliers,2,3,44,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-168,134,1,1,20160123,CLE,CHI,180266
180267,Shot Chart Detail,21500659,217,2747,JR Smith,1610612739,Cleveland Cavaliers,2,3,13,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-27,8,1,1,20160123,CLE,CHI,180267
180268,Shot Chart Detail,21500659,241,2747,JR Smith,1610612739,Cleveland Cavaliers,2,1,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-205,144,1,1,20160123,CLE,CHI,180268
180269,Shot Chart Detail,21500659,327,2747,JR Smith,1610612739,Cleveland Cavaliers,3,5,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,127,100,1,0,20160123,CLE,CHI,180269
180270,Shot Chart Detail,21500659,362,2747,JR Smith,1610612739,Cleveland Cavaliers,3,3,27,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-47,47,1,1,20160123,CLE,CHI,180270
180271,Shot Chart Detail,21500659,376,2747,JR Smith,1610612739,Cleveland Cavaliers,3,2,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-29,80,1,0,20160123,CLE,CHI,180271
180272,Shot Chart Detail,21500659,449,2747,JR Smith,1610612739,Cleveland Cavaliers,4,7,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-106,237,1,0,20160123,CLE,CHI,180272
180273,Shot Chart Detail,21500659,492,2747,JR Smith,1610612739,Cleveland Cavaliers,4,3,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,11,1,1,20160123,CLE,CHI,180273
180274,Shot Chart Detail,21500659,511,2747,JR Smith,1610612739,Cleveland Cavaliers,4,2,37,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-11,31,1,0,20160123,CLE,CHI,180274
180275,Shot Chart Detail,21500659,550,2747,JR Smith,1610612739,Cleveland Cavaliers,4,0,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,122,214,1,0,20160123,CLE,CHI,180275
180276,Shot Chart Detail,21500667,16,2747,JR Smith,1610612739,Cleveland Cavaliers,1,10,4,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-246,-5,1,1,20160125,CLE,MIN,180276
180277,Shot Chart Detail,21500667,53,2747,JR Smith,1610612739,Cleveland Cavaliers,1,6,6,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-14,156,1,0,20160125,CLE,MIN,180277
180278,Shot Chart Detail,21500667,85,2747,JR Smith,1610612739,Cleveland Cavaliers,1,2,45,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,4,1,0,20160125,CLE,MIN,180278
180279,Shot Chart Detail,21500667,163,2747,JR Smith,1610612739,Cleveland Cavaliers,2,7,22,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,56,1,1,20160125,CLE,MIN,180279
180280,Shot Chart Detail,21500667,175,2747,JR Smith,1610612739,Cleveland Cavaliers,2,6,31,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,230,77,1,0,20160125,CLE,MIN,180280
180281,Shot Chart Detail,21500667,180,2747,JR Smith,1610612739,Cleveland Cavaliers,2,5,49,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-245,11,1,0,20160125,CLE,MIN,180281
180282,Shot Chart Detail,21500667,228,2747,JR Smith,1610612739,Cleveland Cavaliers,2,1,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,163,190,1,0,20160125,CLE,MIN,180282
180283,Shot Chart Detail,21500667,243,2747,JR Smith,1610612739,Cleveland Cavaliers,2,0,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,159,1,0,20160125,CLE,MIN,180283
180284,Shot Chart Detail,21500667,245,2747,JR Smith,1610612739,Cleveland Cavaliers,2,0,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,101,1,1,20160125,CLE,MIN,180284
180285,Shot Chart Detail,21500667,249,2747,JR Smith,1610612739,Cleveland Cavaliers,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,164,1,0,20160125,CLE,MIN,180285
180286,Shot Chart Detail,21500667,254,2747,JR Smith,1610612739,Cleveland Cavaliers,3,11,45,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,15,75,1,0,20160125,CLE,MIN,180286
180287,Shot Chart Detail,21500667,450,2747,JR Smith,1610612739,Cleveland Cavaliers,4,5,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-29,203,1,0,20160125,CLE,MIN,180287
180288,Shot Chart Detail,21500667,487,2747,JR Smith,1610612739,Cleveland Cavaliers,4,2,51,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,115,139,1,0,20160125,CLE,MIN,180288
180289,Shot Chart Detail,21500667,513,2747,JR Smith,1610612739,Cleveland Cavaliers,4,2,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,146,190,1,0,20160125,CLE,MIN,180289
180290,Shot Chart Detail,21500684,7,2747,JR Smith,1610612739,Cleveland Cavaliers,1,11,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-10,1,0,20160127,CLE,PHX,180290
180291,Shot Chart Detail,21500684,23,2747,JR Smith,1610612739,Cleveland Cavaliers,1,9,47,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-27,75,1,1,20160127,CLE,PHX,180291
180292,Shot Chart Detail,21500684,59,2747,JR Smith,1610612739,Cleveland Cavaliers,1,6,8,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,125,-1,1,0,20160127,CLE,PHX,180292
